mof_id,precursor,true_label,prediction,decision_threshold,calibrated_probability,raw_probability,shap_reason,action,deployment_model
4188,Cl[Fe].N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=C[N]N=N1.N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=C[N]N=N1.N1=NC=C([N]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1.N1=N[C](C=N1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.[Fe],1,promising,0.32,0.9409750158733686,0.9008126854896545,+HeavyAtomCount / +NumAromaticRings,prioritize,xgboost
6882,Fc1c(F)c(F)c(c(c1F)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccncc2)cc1)c1c(F)c(F)c(c(c1F)F)F)c1ccncc1)F.[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.9390323223361529,0.8956144452095032,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
5988,[Mg][O]([Mg])[Mg].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.9386985838088301,0.8947370648384094,not computed,prioritize,xgboost
5991,[Mg][O]([Mg])[Mg].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.9386985838088301,0.8947370648384094,not computed,prioritize,xgboost
2713,[Al][O]([Al])[Al].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.938573812033101,0.8944101929664612,+fp_223 / +metal_atomic_weight_avg,prioritize,xgboost
5580,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.9382785289520664,0.893639087677002,not computed,prioritize,xgboost
177,Cl[Co].N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=C[N]N=N1.N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=C[N]N=N1.N1=NC=C([N]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1.N1=N[C](C=N1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.[Co],1,promising,0.32,0.9373172263209839,0.8911523818969727,+HeavyAtomCount / +NumAromaticRings,prioritize,xgboost
6288,[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9370499392792655,0.8904672861099243,not computed,prioritize,xgboost
6289,[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9370499392792655,0.8904672861099243,not computed,prioritize,xgboost
2102,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)O)C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)O)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.9369522854966479,0.890217661857605,+num_metal_atoms / +HeavyAtomCount,prioritize,xgboost
40,[O-]C(=O)c1cc(N=Nc2ccc(cc2)OCc2cc(COc3ccc(cc3)N=Nc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)COc2ccc(cc2)N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.9364107309521197,0.888839840888977,not computed,prioritize,xgboost
688,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc2c(c1)c(=O)c1c([nH]2)ccc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.9360014152875925,0.887805700302124,not computed,prioritize,xgboost
233,N[C]1C(=CC(C=C1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,promising,0.32,0.9346076133560054,0.8843298554420471,not computed,prioritize,xgboost
7699,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.9339866708181374,0.8828034996986389,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
7853,[Mg][O]([Mg])[Mg].[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9329789356232137,0.8803545236587524,+HeavyAtomCount / +num_metal_atoms,prioritize,xgboost
176,Cl[Co].N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=C[N]N=N1.N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=CN=N[N]1.N1=NC=C([N]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1.N1=NN=C([CH]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1.N1=N[C](C=N1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1.N1=N[C](C=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=N[N]N=C1.[Co].[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1.[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=N[N]N=C1.[N]1N=NC(=C1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1,1,promising,0.32,0.9320283422470749,0.8780755400657654,not computed,prioritize,xgboost
7697,O=C(c1ccc(cc1)C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.9318232047920623,0.877587616443634,not computed,prioritize,xgboost
4592,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.930242743078806,0.8738734126091003,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
5600,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.930242743078806,0.8738734126091003,not computed,prioritize,xgboost
994,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],0,promising,0.32,0.930242743078806,0.8738734126091003,not computed,prioritize,xgboost
6893,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.930242743078806,0.8738734126091003,not computed,prioritize,xgboost
1557,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],0,promising,0.32,0.9262157365787609,0.8647500276565552,not computed,prioritize,xgboost
7692,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.9219048846200637,0.855478048324585,not computed,prioritize,xgboost
1599,[In][O]([In])[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9190372383868988,0.8495664596557617,not computed,prioritize,xgboost
7547,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.9181714821299907,0.8478192687034607,not computed,prioritize,xgboost
4127,[Cu][Cu].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.9170665647810332,0.8456137180328369,+NumCarboxylGroups / +num_metal_atoms,prioritize,xgboost
3676,[Cu][Cu].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.9170665647810332,0.8456137180328369,not computed,prioritize,xgboost
2689,[Ni]O[Ni]O[Ni].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9141433823055405,0.8399049639701843,not computed,prioritize,xgboost
2832,[In][O]([In])[In].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.912283023855491,0.836362898349762,+metal_In / +fp_161,prioritize,xgboost
2833,[In][O]([In])[In].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.912283023855491,0.836362898349762,+metal_In / +fp_161,prioritize,xgboost
3578,C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.9110183386189935,0.8339935541152954,not computed,prioritize,xgboost
7557,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,promising,0.32,0.9082353433746599,0.8288848400115967,not computed,prioritize,xgboost
3003,[Cu].[Cu][O]1([Cu][Cu]1)[Mn][O]1([Cu])[Cu][Cu]1.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=C2C=CC(=C(c3cc(cc(c3)C(=O)[O-])C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[N]4)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C=C3)[N]2,0,promising,0.32,0.9068321191467084,0.8263615965843201,+HeavyAtomCount / +metal_covalent_radius_avg,prioritize,xgboost
711,[O-]C(=O)C1=CC2=C([C]=C1)c1c(C2)cc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=C2C(=C1)Cc1c2ccc(c1)C(=O)[O-].[O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.9004616552791328,0.8153177499771118,+num_metal_atoms / +HeavyAtomCount,prioritize,xgboost
4326,[Fe].[Na].[O]c1c(C=NCCN=Cc2cc(OCc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2[O])C(C)(C)C)cc(cc1C(C)(C)C)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],0,promising,0.32,0.8947522490611822,0.8059419989585876,+HeavyAtomCount / +NumCarboxylGroups,prioritize,xgboost
3201,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.8908878047561253,0.7998477220535278,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
2860,[Ni][O]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],1,promising,0.32,0.890790236209046,0.7996963262557983,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
3790,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccncc1,1,promising,0.32,0.8853738135356023,0.7914718985557556,not computed,prioritize,xgboost
1064,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.8851596470735684,0.7911537289619446,not computed,prioritize,xgboost
5665,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.8851596470735684,0.7911537289619446,not computed,prioritize,xgboost
2239,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],1,promising,0.32,0.8851596470735684,0.7911537289619446,not computed,prioritize,xgboost
5668,CC(C1COC(=O)N1c1cc(ccc1C(=O)[O-])C(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][C](c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)[C]([O])[O])c1ccc(cc1)[C]([O])[O])[O].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.881074130009388,0.7851808071136475,not computed,prioritize,xgboost
4325,[Cd].[Fe].[O]c1c(C=NCCN=Cc2cc(OCc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2[O])C(C)(C)C)cc(cc1C(C)(C)C)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,promising,0.32,0.8807555946534572,0.784722626209259,not computed,prioritize,xgboost
7581,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)N=Nc1ccncc1,1,promising,0.32,0.8775452969147238,0.7801629900932312,not computed,prioritize,xgboost
5495,[O-]C(=O)c1ccc(cc1)c1ccc(cc1[O])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.8729966699378436,0.7738754153251648,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
858,[Mg].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.8719094152997322,0.7724010944366455,not computed,prioritize,xgboost
6076,[Ni][OH]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.869986689352518,0.7698197960853577,not computed,prioritize,xgboost
5615,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.8684804126851218,0.7678201794624329,+NumCarboxylGroups / +num_metal_atoms,prioritize,xgboost
7373,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.8684804126851218,0.7678201794624329,+NumCarboxylGroups / +num_metal_atoms,prioritize,xgboost
2686,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.8684804126851218,0.7678201794624329,not computed,prioritize,xgboost
5741,[Co].[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.32,0.8669997609726615,0.7658734321594238,+metal_covalent_radius_avg / +num_metal_atoms,prioritize,xgboost
6077,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.8669287336970886,0.765780508518219,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
1071,[Cu][Cu].[O-]C(=O)c1cc(OCc2cccc(c2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,promising,0.32,0.8648755792522101,0.7631123661994934,+num_metal_atoms / +metal_covalent_radius_avg,prioritize,xgboost
1522,[Cu][Cu].[Cu][O]1([Cu])[Cu][O]([Cu]1)([Cu])[Cu].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.8636878973210244,0.7615845203399658,not computed,prioritize,xgboost
5990,[Ni][O]([Ni])[Ni].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,promising,0.32,0.8600884801771111,0.7570216059684753,not computed,prioritize,xgboost
5415,CCOc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-].[Zn],1,promising,0.32,0.8492405862849979,0.743838369846344,not computed,prioritize,xgboost
416,[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.8468059086515694,0.7409877777099609,not computed,prioritize,xgboost
6881,[Cu][Cu].[O-]C(=O)c1cccc(c1)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-],1,promising,0.32,0.8454466443978164,0.7394124269485474,not computed,prioritize,xgboost
3599,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,promising,0.32,0.8451215535542937,0.7390373349189758,not computed,prioritize,xgboost
7828,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,promising,0.32,0.8451215535542937,0.7390373349189758,not computed,prioritize,xgboost
